ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange,Which
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx,A
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx,B
Fireball,2,D,VelChange,Fireball,None,vy,A
Fireball,2,D,Add,Fireball,None,None,A
2,Fireball,U,VelChange,Fireball,None,vy,B
2,Fireball,U,Add,Fireball,None,None,B
Fireball,LEFT_GRASS_EDGE,D,VelChange,Fireball,None,vy,A
Fireball,LEFT_GRASS_EDGE,D,Add,Fireball,None,None,A
LEFT_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy,B
LEFT_GRASS_EDGE,Fireball,U,Add,Fireball,None,None,B
FireMario,LEFT_GRASS_EDGE,R,VelChange,Fireball,None,vy,OTHER
FireMario,LEFT_GRASS_EDGE,R,Add,Fireball,None,None,OTHER
LEFT_GRASS_EDGE,FireMario,L,VelChange,Fireball,None,vy,OTHER
LEFT_GRASS_EDGE,FireMario,L,Add,Fireball,None,None,OTHER
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vy,OTHER
FireMario,LEFT_UP_GRASS_EDGE,R,Add,Fireball,None,None,OTHER
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,Fireball,None,vy,OTHER
LEFT_UP_GRASS_EDGE,FireMario,L,Add,Fireball,None,None,OTHER
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,Add,Fireball,None,None,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,Add,Fireball,None,None,A
Fireball,GROUND,R,Delete,Fireball,None,None,A
Fireball,GROUND,R,VelChange,Fireball,None,vx,A
GROUND,Fireball,L,Delete,Fireball,None,None,B
GROUND,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,7,R,Delete,Fireball,None,None,A
Fireball,7,R,VelChange,Fireball,None,vx,A
7,Fireball,L,Delete,Fireball,None,None,B
7,Fireball,L,VelChange,Fireball,None,vx,B
Goomba,Fireball,L,Add,Fireball,None,None,B
Fireball,Goomba,R,Add,Fireball,None,None,A
Fireball,COIN,R,VelChange,FireMario,None,vy,OTHER
COIN,Fireball,L,VelChange,FireMario,None,vy,OTHER
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy,A
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy,B
Goomba,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,R,VelChange,FireMario,None,vy,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,Add,Fireball,None,None,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,Add,Fireball,None,None,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,Add,Fireball,None,None,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,Add,Fireball,None,None,B
Fireball,COIN,R,VelChange,Fireball,None,vy,A
Fireball,COIN,R,Add,Fireball,None,None,A
COIN,Fireball,L,VelChange,Fireball,None,vy,B
COIN,Fireball,L,Add,Fireball,None,None,B
Fireball,COIN,D,VelChange,Fireball,None,vy,A
Fireball,COIN,D,Add,Fireball,None,None,A
COIN,Fireball,U,VelChange,Fireball,None,vy,B
COIN,Fireball,U,Add,Fireball,None,None,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,Add,Fireball,None,None,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,Add,Fireball,None,None,A
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,Add,Fireball,None,None,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,Add,Fireball,None,None,A
Fireball,COIN,U,None,None,None,None,OTHER
COIN,Fireball,D,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Goomba,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,Goomba,U,VelChange,Fireball,None,vy,A
Fireball,COIN,U,None,None,None,None,OTHER
COIN,Fireball,D,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Goomba,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,Goomba,U,VelChange,Fireball,None,vy,A
Goomba,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,Goomba,U,VelChange,Fireball,None,vy,A
Fireball,COIN,R,VelChange,FireMario,None,vx,OTHER
COIN,Fireball,L,VelChange,FireMario,None,vx,OTHER
Fireball,COIN,D,VelChange,FireMario,None,vx,OTHER
COIN,Fireball,U,VelChange,FireMario,None,vx,OTHER
Goomba,Fireball,D,VelChange,FireMario,None,vx,OTHER
Fireball,Goomba,U,VelChange,FireMario,None,vx,OTHER
Goomba,Fireball,R,VelChange,FireMario,None,vx,OTHER
Fireball,Goomba,L,VelChange,FireMario,None,vx,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Fireball,COIN,R,VelChange,Fireball,None,vy,A
COIN,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,COIN,D,VelChange,Fireball,None,vy,A
COIN,Fireball,U,VelChange,Fireball,None,vy,B
Goomba,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,Goomba,U,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Fireball,COIN,D,None,None,None,None,OTHER
COIN,Fireball,U,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Fireball,COIN,D,None,None,None,None,OTHER
COIN,Fireball,U,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,Delete,COIN,None,None,OTHER
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,Delete,COIN,None,None,OTHER
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,Delete,COIN,None,None,OTHER
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,Delete,COIN,None,None,OTHER
FireMario,COIN,R,VelChange,Fireball,None,vy,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,VelChange,Fireball,None,vy,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Goomba,Fireball,R,Delete,COIN,None,None,OTHER
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Fireball,Goomba,L,Delete,COIN,None,None,OTHER
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Goomba,Fireball,R,Delete,COIN,None,None,OTHER
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Fireball,Goomba,L,Delete,COIN,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Goomba,Fireball,R,Delete,16,None,None,OTHER
Goomba,Fireball,R,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,L,Delete,16,None,None,OTHER
Fireball,Goomba,L,VelChange,FireMario,None,vy,OTHER
Goomba,Fireball,R,Delete,16,None,None,OTHER
Goomba,Fireball,R,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,L,Delete,16,None,None,OTHER
Fireball,Goomba,L,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP_LEFT,R,None,None,None,None,OTHER
HILL_TOP_LEFT,Fireball,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,None,None,None,None,OTHER
Fireball,Goomba,L,None,None,None,None,OTHER
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_LEFT,D,VelChange,Fireball,None,vy,A
HILL_TOP_LEFT,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,4,D,VelChange,Fireball,None,vy,A
4,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_TOP,R,VelChange,Fireball,None,vy,A
HILL_TOP,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Goomba,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,Goomba,L,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_LEFT,R,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_LEFT,R,Delete,COIN,None,None,OTHER
Fireball,HILL_TOP_LEFT,R,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP_LEFT,R,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP_LEFT,R,Delete,Goomba,None,None,OTHER
HILL_TOP_LEFT,Fireball,L,VelChange,Fireball,None,vy,B
HILL_TOP_LEFT,Fireball,L,Delete,COIN,None,None,OTHER
HILL_TOP_LEFT,Fireball,L,VelChange,FireMario,None,vy,OTHER
HILL_TOP_LEFT,Fireball,L,VelChange,FireMario,None,vy,OTHER
HILL_TOP_LEFT,Fireball,L,Delete,Goomba,None,None,OTHER
Fireball,HILL_TOP_LEFT,D,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_LEFT,D,Delete,COIN,None,None,OTHER
Fireball,HILL_TOP_LEFT,D,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP_LEFT,D,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP_LEFT,D,Delete,Goomba,None,None,OTHER
HILL_TOP_LEFT,Fireball,U,VelChange,Fireball,None,vy,B
HILL_TOP_LEFT,Fireball,U,Delete,COIN,None,None,OTHER
HILL_TOP_LEFT,Fireball,U,VelChange,FireMario,None,vy,OTHER
HILL_TOP_LEFT,Fireball,U,VelChange,FireMario,None,vy,OTHER
HILL_TOP_LEFT,Fireball,U,Delete,Goomba,None,None,OTHER
Fireball,4,D,VelChange,Fireball,None,vy,A
Fireball,4,D,Delete,COIN,None,None,OTHER
Fireball,4,D,VelChange,FireMario,None,vy,OTHER
Fireball,4,D,VelChange,FireMario,None,vy,OTHER
Fireball,4,D,Delete,Goomba,None,None,OTHER
4,Fireball,U,VelChange,Fireball,None,vy,B
4,Fireball,U,Delete,COIN,None,None,OTHER
4,Fireball,U,VelChange,FireMario,None,vy,OTHER
4,Fireball,U,VelChange,FireMario,None,vy,OTHER
4,Fireball,U,Delete,Goomba,None,None,OTHER
FireMario,COIN,R,VelChange,Fireball,None,vy,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
FireMario,COIN,R,VelChange,FireMario,None,vy,A
FireMario,COIN,R,VelChange,FireMario,None,vy,A
FireMario,COIN,R,Delete,Goomba,None,None,OTHER
COIN,FireMario,L,VelChange,Fireball,None,vy,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
COIN,FireMario,L,VelChange,FireMario,None,vy,B
COIN,FireMario,L,VelChange,FireMario,None,vy,B
COIN,FireMario,L,Delete,Goomba,None,None,OTHER
FireMario,GROUND,D,VelChange,Fireball,None,vy,OTHER
FireMario,GROUND,D,Delete,COIN,None,None,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
FireMario,GROUND,D,Delete,Goomba,None,None,OTHER
GROUND,FireMario,U,VelChange,Fireball,None,vy,OTHER
GROUND,FireMario,U,Delete,COIN,None,None,OTHER
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
GROUND,FireMario,U,Delete,Goomba,None,None,OTHER
FireMario,Goomba,D,VelChange,Fireball,None,vy,OTHER
FireMario,Goomba,D,Delete,COIN,None,None,OTHER
FireMario,Goomba,D,VelChange,FireMario,None,vy,A
FireMario,Goomba,D,VelChange,FireMario,None,vy,A
FireMario,Goomba,D,Delete,Goomba,None,None,B
Goomba,FireMario,U,VelChange,Fireball,None,vy,OTHER
Goomba,FireMario,U,Delete,COIN,None,None,OTHER
Goomba,FireMario,U,VelChange,FireMario,None,vy,B
Goomba,FireMario,U,VelChange,FireMario,None,vy,B
Goomba,FireMario,U,Delete,Goomba,None,None,A
Fireball,HILL_TOP_RIGHT,R,None,None,None,None,OTHER
HILL_TOP_RIGHT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_TOP,R,Delete,16,None,None,OTHER
Fireball,HILL_TOP,R,VelChange,FireMario,None,vy,OTHER
HILL_TOP,Fireball,L,Delete,16,None,None,OTHER
HILL_TOP,Fireball,L,VelChange,FireMario,None,vy,OTHER
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,VelChange,Fireball,None,vy,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,Fireball,None,vy,OTHER
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,COIN,R,Add,Fireball,None,None,A
COIN,Fireball,L,Add,Fireball,None,None,B
Fireball,COIN,D,Add,Fireball,None,None,A
COIN,Fireball,U,Add,Fireball,None,None,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,U,None,None,None,None,OTHER
COIN,Fireball,D,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
FireMario,BLOCK,R,VelChange,FireMario,None,vx,A
BLOCK,FireMario,L,VelChange,FireMario,None,vx,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,HILL_LEFT,U,None,None,None,None,OTHER
HILL_LEFT,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_TOP,U,None,None,None,None,OTHER
HILL_TOP,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_TOP_LEFT,U,None,None,None,None,OTHER
HILL_TOP_LEFT,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_TOP,R,VelChange,FireMario,None,vy,OTHER
HILL_TOP,Fireball,L,VelChange,FireMario,None,vy,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,HILL_TOP_RIGHT,U,VelChange,Fireball,None,vy,A
HILL_TOP_RIGHT,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,HILL_TOP_RIGHT,R,VelChange,Fireball,None,vy,A
HILL_TOP_RIGHT,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,HILL_RIGHT,R,VelChange,Fireball,None,vy,A
HILL_RIGHT,Fireball,L,VelChange,Fireball,None,vy,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_TOP_LEFT,R,None,None,None,None,OTHER
HILL_TOP_LEFT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_TOP_LEFT,D,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_LEFT,D,VelChange,FireMario,None,vy,OTHER
HILL_TOP_LEFT,Fireball,U,VelChange,Fireball,None,vy,B
HILL_TOP_LEFT,Fireball,U,VelChange,FireMario,None,vy,OTHER
Fireball,4,D,VelChange,Fireball,None,vy,A
Fireball,4,D,VelChange,FireMario,None,vy,OTHER
4,Fireball,U,VelChange,Fireball,None,vy,B
4,Fireball,U,VelChange,FireMario,None,vy,OTHER
Fireball,HILL_TOP,R,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP,R,VelChange,FireMario,None,vy,OTHER
HILL_TOP,Fireball,L,VelChange,Fireball,None,vy,B
HILL_TOP,Fireball,L,VelChange,FireMario,None,vy,OTHER
FireMario,GROUND,D,VelChange,Fireball,None,vy,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,Fireball,None,vy,OTHER
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,HILL_TOP_LEFT,R,None,None,None,None,OTHER
HILL_TOP_LEFT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_TOP_RIGHT,R,None,None,None,None,OTHER
HILL_TOP_RIGHT,Fireball,L,None,None,None,None,OTHER
FireMario,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,FireMario,L,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Fireball,U,None,None,None,None,OTHER
FireMario,HILL_TOP_LEFT,U,None,None,None,None,OTHER
HILL_TOP_LEFT,FireMario,D,None,None,None,None,OTHER
FireMario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,FireMario,L,None,None,None,None,OTHER
FireMario,HILL_TOP,U,None,None,None,None,OTHER
HILL_TOP,FireMario,D,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_RIGHT,R,VelChange,Fireball,None,vy,A
HILL_RIGHT,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,HILL_TOP,R,VelChange,Fireball,None,vy,OTHER
HILL_TOP,FireMario,L,VelChange,Fireball,None,vy,OTHER
Fireball,HILL_RIGHT,U,VelChange,Fireball,None,vy,A
HILL_RIGHT,Fireball,D,VelChange,Fireball,None,vy,B
FireMario,HILL_TOP_RIGHT,R,None,None,None,None,OTHER
HILL_TOP_RIGHT,FireMario,L,None,None,None,None,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Mario,BLOCK,U,None,None,None,None,OTHER
BLOCK,Mario,D,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vx,A
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vx,B
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vx,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vx,B
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,COIN,U,Delete,COIN,None,None,B
COIN,Mario,D,Delete,COIN,None,None,A
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
